Date,2Y,5Y,10Y,30Y
2020-07-01,9.934283060224654e-05,-0.0002655759284315262,-7.577044541794808e-05,-0.0005995970851818071
2020-07-02,-2.7652860234236934e-05,0.0001183981076587954,-0.00037433495458945483,0.00047385533095789447
2020-07-03,0.0001295377076201385,-0.0002298560585584508,0.0004897233911794906,-4.008894583841626e-05
2020-07-06,0.00030460597128160506,0.00038748360125438487,-0.00042904241338818976,0.0004332357091907116
2020-07-07,-4.68306749446672e-05,-0.00019581332308405927,-0.00013201334600909513,-0.0005580496805780285
2020-07-08,-4.682739138983611e-05,-8.05153790514189e-05,3.92221731858274e-05,-0.0002097812580338205
2020-07-09,0.0003158425631014783,0.00020337930434241743,0.0004323819867198346,1.835294901364108e-06
2020-07-10,0.00015348694583058176,-0.00030771607910848884,-0.0004307586453538318,1.644320781765972e-05
2020-07-13,-9.389487718699042e-05,5.6864983651032354e-05,0.0003489491256464878,-0.00015752291501773527
2020-07-14,0.00010851200871719294,0.000326785688570607,3.0699183058761144e-06,0.00021799747632162455
2020-07-15,-9.268353856249246e-05,-0.00040187080864030687,-0.00029445259531438525,-0.00037366715028390804
2020-07-16,-9.314595071405138e-05,4.6158464633076054e-05,0.00013863104227898121,-4.983281975745272e-05
2020-07-17,4.8392454313206826e-05,6.497069856210589e-05,5.9717908672041004e-05,4.21034710991646e-05
2020-07-20,-0.0003826560489315596,0.00019545571794432758,-0.00018006506314763838,0.00018005359192056216
2020-07-21,-0.0003449835665026066,-0.0003092376777195205,2.094062549700567e-05,0.0002490652073311114
2020-07-22,-0.00011245750584819455,-0.00033011415327106907,-0.00011559407905852805,-0.00039362473214325425
2020-07-23,-0.00020256622406688478,0.00013048539140422442,3.405520357537441e-05,-0.0005369399597574678
2020-07-24,6.284946651905477e-05,7.424616830829652e-05,0.000198639202356314,0.0004471868876644782
2020-07-27,-0.0001816048151042422,6.262321258646914e-05,0.0004758050448436056,0.00011630990419285708
2020-07-28,-0.0002824607402670583,8.661205237424393e-05,-0.00037134464964805466,-0.0002619702877947938
2020-07-29,0.00029312975378431084,-0.0001700061803946227,0.0006399100123968799,0.0005429031914328831
2020-07-30,-4.515526009730713e-05,5.806342429025089e-05,-0.0005856263398567505,4.0486122002500535e-05
2020-07-31,1.3505640937584768e-05,7.326811832467031e-05,-4.553552851067499e-05,0.00041275401442233923
2020-08-03,-0.0002849496372426914,-0.00017858785450659197,0.00017649516194537295,2.3631468493538134e-05
2020-08-04,-0.00010887654490503653,0.00046644362778618917,8.42975603205098e-05,0.0007212617737086955
2020-08-05,2.218451794197322e-05,0.00011845823022794688,-0.00018680985594617813,0.0006143692948551216
2020-08-06,-0.00023019871548446056,-0.0002978258743006622,-6.243667510718256e-05,-8.713745196767572e-05
2020-08-07,7.51396036691344e-05,0.00016413840215845742,-0.00014790028039764983,0.0003400498328340244
2020-08-10,-0.000120127737983761,-0.00024367041755683037,-0.00017680942708326344,0.00022588158235480163
2020-08-11,-5.833874995865536e-05,0.000196771150935613,0.0002548806291063074,0.00047902104513632203
2020-08-12,-0.0001203413224458794,0.000289648894751851,0.00010710464578951419,-0.00033772321120303656
2020-08-13,0.00037045563690178755,-0.0002051705795879276,-0.00020787287857819626,0.00024011801099945376
2020-08-14,-2.6994449475867842e-06,0.00024084403231108045,0.0002698799626299752,0.0003704485703973557
2020-08-17,-0.00021154218579118008,0.00010319523173412458,9.21898562629828e-05,-0.00061555882024809
2020-08-18,0.00016450898242063782,0.0002055150399986225,0.000243858635651688,-0.0004141404794330213
2020-08-19,-0.00024416872999420447,0.00047419824566348684,0.00018888865257708366,-0.0007137312622160352
2020-08-20,4.177271900095108e-05,-6.134702900071762e-05,-0.00024869850327662165,-9.429239205559522e-05
2020-08-21,-0.00039193402477595514,-0.0001884340410893724,-0.00016805431205909086,0.0002511397895285868
2020-08-24,-0.0002656372097796861,-0.00022237860740638083,0.00022418808153697853,0.0005258249682336099
2020-08-25,3.9372247173824704e-05,-0.00020395257124135958,0.00018311107963003945,2.5933173146921314e-05
2020-08-26,0.00014769331599908208,-1.927542735352605e-05,-6.270478189244439e-06,0.0005700154409499521
2020-08-27,3.42736562379941e-05,8.528799370416097e-05,3.5198214992634593e-05,-0.00048303551037521197
2020-08-28,-2.3129656477648106e-05,6.917269983250477e-05,0.00038329946873652743,-0.0005961838537743041
2020-08-31,-6.022073911785776e-05,0.00020679581225900595,-0.00017747141665074896,-1.944169461381657e-05
2020-09-01,-0.0002957043980734855,3.2504729694767548e-06,0.00016412921435101136,0.00013442290712875754
2020-09-02,-0.00014396884167894173,0.0003633835192893292,-6.065779573016821e-05,-1.1443161832932589e-05
2020-09-03,-9.212775419195751e-05,-6.616420830948901e-05,-6.530436096816608e-05,-0.0007236047350139568
2020-09-04,0.00021142444524378315,0.0006800422916474047,0.000329633055596157,-3.1192013829475944e-05
2020-09-07,6.872365791369229e-05,0.00015641683694125156,0.00024762490469640893,-0.0004565643251766986
2020-09-08,-0.0003526080310725468,-0.00021428938910407065,0.00024405289080019153,0.00023438539209051347
2020-09-09,6.4816793878959e-05,-0.00026772312451527806,0.0003916436421462987,0.0001283093861338969
2020-09-10,-7.701645608326331e-05,0.00012061810381079632,6.3011524898277145e-06,-0.00032895792521457434
2020-09-11,-0.00013538440006119175,-5.586569633146273e-05,0.00020458589138848917,-0.00017985342106784273
2020-09-14,0.0001223352577681736,0.000178500123523023,-9.30800269780368e-05,-0.00037072473266113305
2020-09-15,0.0002061999044991902,0.00011830940614338621,9.724990574653263e-05,-2.1937684045610157e-05
2020-09-16,0.00018625602382323973,-1.8207228164218195e-05,-3.904291631030537e-05,0.0003342998121754334
2020-09-17,-0.0001678435046445277,-0.00021169842951710124,2.9098789497815456e-05,-0.0003450041162174403
2020-09-18,-6.184247517024292e-05,-0.00037871180617146617,0.00017854710763107407,0.00017641628043124554
2020-09-21,6.625268628071279e-05,-0.00011162873801675528,-0.0002454662049700417,-0.00018559016643035427
2020-09-22,0.00019510902542447186,0.00021409969858086808,0.000627716182705638,-0.0002775054912918205
2020-09-23,-9.583484756905799e-05,5.352343603255099e-05,-0.00030180521444991056,-3.746062598409524e-05
2020-09-24,-3.713179533276343e-05,-0.000311434694677997,-0.0003642565838363196,-0.00036233481284678095
2020-09-25,-0.00022126699480120565,4.32952314627955e-05,0.0003474332620500203,-0.0001937772568715137
2020-09-28,-0.00023924132481613418,9.63293449322092e-05,0.00023749880818888075,-0.00041925726240609693
2020-09-29,0.0001625051644788396,-0.00022096435905028325,0.00018723594511564653,0.0006876537965207363
2020-09-30,0.0002712480057141646,3.843127648638198e-05,0.00018850365277928396,1.2342243190105015e-05
2020-10-01,-1.440202431606677e-05,1.4552179611499975e-05,-3.6740318540743865e-06,-0.00024490392779740497
2020-10-02,0.00020070657957840484,-0.0002857425744576558,-0.00026917631144574944,7.48929687569777e-05
2020-10-05,7.232720500952684e-05,8.944684008707083e-05,2.2741367458117897e-05,-3.931481739179044e-05
2020-10-06,-0.00012902395092102487,0.0001401961315920586,-0.00020314851345363348,-7.733935983662804e-05
2020-10-07,7.227912110168279e-05,0.00027076281079381926,0.0002925359200253253,0.00021495834501519882
2020-10-08,0.00030760731329319385,0.00026345051300872576,-4.411721445064159e-05,0.0002651276985165568
2020-10-09,-7.165207821990308e-06,-0.00034441734198927275,-0.00024764915903775347,-0.0001856754016636846
2020-10-12,0.0003129287311628013,-0.0002344562599787807,-9.641575249589802e-05,-0.000201536384225638
2020-10-13,-0.0005239490208179489,0.00012875881680216494,0.0001238794362826873,-9.62680940030754e-05
2020-10-14,0.00016438050087504478,0.0001284464877280522,-0.0001691173658411924,-0.0008056724076574547
2020-10-15,1.7409413647634244e-05,0.00012876192157651198,-0.0002466661186699294,-0.0005303168717694933
2020-10-16,-5.980147009317349e-05,0.0009631828726636803,7.310616344757369e-05,0.0004784059936055836
2020-10-19,1.835215530710046e-05,0.00014272262767329175,7.348997133261682e-05,0.0005757386997254492
2020-10-20,-0.00039751378292017856,0.00028389141004514973,-0.0001520829526113389,-8.716261384473241e-05
2020-10-21,-4.3934377567502386e-05,0.0002385004408733006,-0.00014131149168549682,0.00020179493706951824
2020-10-22,7.142251430234929e-05,0.0001628478128264495,6.961498120729089e-05,0.00010893755409023763
2020-10-23,0.0002955788089483032,-7.88173111600864e-05,-0.0004344253024491972,0.0010776082829593331
2020-10-26,-0.00010365404365472948,0.00018974230512331687,-0.00042223913231296655,0.00039185121900210185
2020-10-27,-0.00016169872057863753,-0.00019320630363439296,-0.00021553326637573078,-4.477115701826829e-05
2020-10-28,-0.00010035140871690731,-5.920465168500222e-05,-6.403414551355417e-05,-0.000334439154210149
2020-10-29,0.00018308042354041483,-0.00012134088695727587,9.327226967940137e-05,-0.0005622562120901504
2020-10-30,6.57502219319369e-05,2.046853484658064e-05,0.00044260686508486557,7.121227255352808e-05
2020-11-02,-0.00010595204075340776,0.0005786646416683772,0.0002572978869606058,-0.0002647227608495062
2020-11-03,0.00010265348662267123,-0.000466816298147937,-4.798155898902813e-05,-0.0004977887983591859
2020-11-04,1.9415509869608078e-05,0.00017156504759362838,-5.704862370806649e-06,-0.0002263005094848843
2020-11-05,0.00019372899810657786,-0.0004031789677974129,-0.0003007588093913426,-0.00037854180126503824
2020-11-06,-0.00014041061877547047,-0.00011798296644735838,-5.553940797716979e-06,0.0005904995722753976
2020-11-09,-6.553242931955364e-05,0.00027223764924184154,-8.659759167604149e-05,0.0003085739149323077
2020-11-10,-7.842163062643153e-05,1.6070004773865694e-05,9.681556810142684e-05,-2.79042446081608e-06
2020-11-11,-0.0002927029896264237,-0.0002694361944823265,-0.0002481692830656969,0.0005179804486115091
2020-11-12,5.922405541291521e-05,-0.00017882592731499207,0.00015580395427235166,2.7078907676666407e-05
2020-11-13,5.2211054435977866e-05,0.00016989943723366897,0.00045982167390077325,-0.00030144947046489227
2020-11-16,1.022691328492178e-06,-0.00018259165792928417,-3.2628044537057276e-05,0.00053309342704438
2020-11-17,-4.6917426675029386e-05,5.411464739549372e-05,0.00012051351662968242,0.00018861851528963053
2020-11-18,-0.00028307414841008286,1.1392959975953446e-05,0.00020704319751333375,-0.00036303615401425975
2020-11-19,-8.412906455307181e-05,-0.00016290008690145427,-0.00012036614156575087,-6.661853732926286e-05
2020-11-20,-6.85429033053539e-05,0.0005359860223313315,6.722774454312503e-05,-0.000306466388684665
2020-11-23,-0.0001604554538443238,0.0001584797555795028,3.7777202345384578e-06,-0.0004839799058375176
2020-11-24,-3.225714233320183e-05,-0.0005062856466644018,2.9302829564649513e-05,0.00032416214163607447
2020-11-25,8.081017136290768e-05,4.6613578692356915e-05,-0.00023190293515663993,0.0006682958241645457
2020-11-26,0.00037723718024210606,-0.000165446616192097,7.353052277682813e-06,-0.0004894986508366994
2020-11-27,3.491556256636779e-05,0.00021310833369905598,0.00014939948737363492,0.0001970392328416998
